Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ks/call  Ks/call  name    
  0.00   8187.03     0.00        6     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Compute* (*)(LAMMPS_NS::LAMMPS*, int, char**)>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Compute* (*)(LAMMPS_NS::LAMMPS*, int, char**)> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Compute* (*)(LAMMPS_NS::LAMMPS*, int, char**)> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Compute* (*)(LAMMPS_NS::LAMMPS*, int, char**)> >*)
  0.00   8187.03     0.00        6     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Improper* (*)(LAMMPS_NS::LAMMPS*)>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Improper* (*)(LAMMPS_NS::LAMMPS*)> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Improper* (*)(LAMMPS_NS::LAMMPS*)> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Improper* (*)(LAMMPS_NS::LAMMPS*)> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00   8187.03     0.00        5     0.00     0.00  LAMMPS_NS::Force::tnumeric(char const*, int, char*)
  0.00   8187.03     0.00        5     0.00     0.00  LAMMPS_NS::Group::count(int)
  0.00   8187.03     0.00        5     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Min* (*)(LAMMPS_NS::LAMMPS*)>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Min* (*)(LAMMPS_NS::LAMMPS*)> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Min* (*)(LAMMPS_NS::LAMMPS*)> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Min* (*)(LAMMPS_NS::LAMMPS*)> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00   8187.03     0.00        4     0.00     0.00  LAMMPS_NS::NPair::build_setup()
  0.00   8187.03     0.00        4     0.00     0.00  LAMMPS_NS::NPair::copy_neighbor_info()
  0.00   8187.03     0.00        4     0.00     0.00  LAMMPS_NS::Domain::box_too_small_check()
  0.00   8187.03     0.00        4     0.00     0.00  LAMMPS_NS::Region::init()
  0.00   8187.03     0.00        4     0.00     0.00  LAMMPS_NS::Compute::setup()
  0.00   8187.03     0.00        4     0.00     0.00  LAMMPS_NS::Compute::Compute(LAMMPS_NS::LAMMPS*, int, char**)
  0.00   8187.03     0.00        4     0.00     0.00  LAMMPS_NS::Compute::~Compute()
  0.00   8187.03     0.00        4     0.00     0.00  LAMMPS_NS::Lattice::add_basis(double, double, double)
  0.00   8187.03     0.00        4     0.00     0.00  LAMMPS_NS::Neighbor::request(void*, int)
  0.00   8187.03     0.00        4     0.00     0.00  LAMMPS_NS::NeighList::memory_usage()
  0.00   8187.03     0.00        4     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Bond* (*)(LAMMPS_NS::LAMMPS*)>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Bond* (*)(LAMMPS_NS::LAMMPS*)> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Bond* (*)(LAMMPS_NS::LAMMPS*)> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Bond* (*)(LAMMPS_NS::LAMMPS*)> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00   8187.03     0.00        4     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, void (*)(LAMMPS_NS::LAMMPS*, int, char**)>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, void (*)(LAMMPS_NS::LAMMPS*, int, char**)> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, void (*)(LAMMPS_NS::LAMMPS*, int, char**)> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, void (*)(LAMMPS_NS::LAMMPS*, int, char**)> >*)
  0.00   8187.03     0.00        3     0.00     0.00  LAMMPS_NS::ComputeTemp::setup()
  0.00   8187.03     0.00        3     0.00     0.00  LAMMPS_NS::Atom::count_words(char const*)
  0.00   8187.03     0.00        3     0.00     0.00  LAMMPS_NS::Atom::map_set()
  0.00   8187.03     0.00        3     0.00     0.00  LAMMPS_NS::Atom::set_mass(char const*, int, int, double)
  0.00   8187.03     0.00        3     0.00     0.00  LAMMPS_NS::Domain::set_local_box()
  0.00   8187.03     0.00        3     0.00     0.00  LAMMPS_NS::Domain::set_global_box()
  0.00   8187.03     0.00        3     0.00     0.00  LAMMPS_NS::Modify::add_compute(int, char**, int)
  0.00   8187.03     0.00        3     0.00     0.00  LAMMPS_NS::Update::~Update()
  0.00   8187.03     0.00        3     0.00     0.00  LAMMPS_NS::AtomVec::grow_nmax()
  0.00   8187.03     0.00        3     0.00     0.00  LAMMPS_NS::Compute::adjust_dof_fix()
  0.00   8187.03     0.00        3     0.00     0.00  LAMMPS_NS::RanPark::RanPark(LAMMPS_NS::LAMMPS*, int)
  0.00   8187.03     0.00        3     0.00     0.00  LAMMPS_NS::RanPark::~RanPark()
  0.00   8187.03     0.00        3     0.00     0.00  LAMMPS_NS::Variable::grow()
  0.00   8187.03     0.00        3     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Dump* (*)(LAMMPS_NS::LAMMPS*, int, char**)>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Dump* (*)(LAMMPS_NS::LAMMPS*, int, char**)> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Dump* (*)(LAMMPS_NS::LAMMPS*, int, char**)> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Dump* (*)(LAMMPS_NS::LAMMPS*, int, char**)> >*)
  0.00   8187.03     0.00        3     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Angle* (*)(LAMMPS_NS::LAMMPS*)>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Angle* (*)(LAMMPS_NS::LAMMPS*)> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Angle* (*)(LAMMPS_NS::LAMMPS*)> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Angle* (*)(LAMMPS_NS::LAMMPS*)> >*)
  0.00   8187.03     0.00        3     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Region* (*)(LAMMPS_NS::LAMMPS*, int, char**)>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Region* (*)(LAMMPS_NS::LAMMPS*, int, char**)> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Region* (*)(LAMMPS_NS::LAMMPS*, int, char**)> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Region* (*)(LAMMPS_NS::LAMMPS*, int, char**)> >*)
  0.00   8187.03     0.00        3     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::AtomVec* (*)(LAMMPS_NS::LAMMPS*)>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::AtomVec* (*)(LAMMPS_NS::LAMMPS*)> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::AtomVec* (*)(LAMMPS_NS::LAMMPS*)> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::AtomVec* (*)(LAMMPS_NS::LAMMPS*)> >*)
  0.00   8187.03     0.00        3     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Compute* (*)(LAMMPS_NS::LAMMPS*, int, char**)>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Compute* (*)(LAMMPS_NS::LAMMPS*, int, char**)> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Compute* (*)(LAMMPS_NS::LAMMPS*, int, char**)> > >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00   8187.03     0.00        3     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Dihedral* (*)(LAMMPS_NS::LAMMPS*)>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Dihedral* (*)(LAMMPS_NS::LAMMPS*)> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Dihedral* (*)(LAMMPS_NS::LAMMPS*)> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Dihedral* (*)(LAMMPS_NS::LAMMPS*)> >*)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::ComputeTemp::init()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::ComputeTemp::ComputeTemp(LAMMPS_NS::LAMMPS*, int, char**)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::ComputeTemp::~ComputeTemp()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::NBinStandard::setup_bins(int)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::NBinStandard::bin_atoms()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::NeighRequest::copy_request(LAMMPS_NS::NeighRequest*, int)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::NeighRequest::identical(LAMMPS_NS::NeighRequest*)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::PairEAMAlloy::file2array()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::AtomVecAtomic::memory_usage()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::AtomVecAtomic::AtomVecAtomic(LAMMPS_NS::LAMMPS*)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::AtomVecAtomic::~AtomVecAtomic()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::NStencilFullBin3d::create()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Fix::setup(int)
  0.00   8187.03     0.00        2     0.00     4.09  LAMMPS_NS::Run::command(int, char**)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Run::Run(LAMMPS_NS::LAMMPS*)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Set::command(int, char**)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Set::selection(int)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Set::setrandom(int)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Atom::create_avec(char const*, int, char**, int)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::AtomVec* LAMMPS_NS::Atom::avec_creator<LAMMPS_NS::AtomVecAtomic>(LAMMPS_NS::LAMMPS*)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Atom::memory_usage()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Atom::setup_sort_bins()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Atom::init()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Atom::sort()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Atom::setup()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Atom::new_avec(char const*, int, int&)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Atom::map_clear()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Comm::init()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::NBin::memory_usage()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::NBin::bin_atoms_setup(int)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::NBin::copy_neighbor_info()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Pair::init()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Pair::setup()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Force::memory_usage()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Force::pair_match_ptr(LAMMPS_NS::Pair*)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Force::init()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Force::setup()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Force::bnumeric(char const*, int, char*)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Group::mass(int)
  0.00   8187.03     0.00        2     0.00     4.09  void LAMMPS_NS::Input::command_creator<LAMMPS_NS::Run>(LAMMPS_NS::LAMMPS*, int, char**)
  0.00   8187.03     0.00        2     0.00     0.00  void LAMMPS_NS::Input::command_creator<LAMMPS_NS::Set>(LAMMPS_NS::LAMMPS*, int, char**)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::NPair::post_constructor(LAMMPS_NS::NeighRequest*)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::NPair::NPair(LAMMPS_NS::LAMMPS*)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::NPair::~NPair()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Timer::barrier_stop()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Timer::init_timeout()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Timer::barrier_start()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Timer::print_timeout(_IO_FILE*)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Domain::image_check()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Domain::subbox_too_small_check(double)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Domain::pbc()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Domain::init()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Domain::reset_box()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Finish::end(int)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Finish::Finish(LAMMPS_NS::LAMMPS*)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::FixEPH::memory_usage()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::FixEPH::init()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::FixEPH::post_run()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::LAMMPS::init()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Modify::memory_usage()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Modify::setup_pre_force(int)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Modify::list_init_compute()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Modify::setup_pre_reverse(int, int)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Modify::restart_deallocate(int)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Modify::setup_pre_exchange()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Modify::setup_pre_neighbor()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Modify::list_init_end_of_step(int, int&, int*&)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Modify::list_init_thermo_energy(int, int&, int*&)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Modify::list_init_thermo_energy_atom(int&, int*&)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Modify::init()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Modify::setup(int)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Modify::find_fix(char const*)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Modify::post_run()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Output::memory_usage()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Output::init()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Output::setup(int)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Thermo::deallocate()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Thermo::parse_fields(char*)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Thermo::init()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Thermo::header()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Thermo::allocate()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Thermo::Thermo(LAMMPS_NS::LAMMPS*, int, char**)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Thermo::~Thermo()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Update::update_time()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Update::memory_usage()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Update::init()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Update::set_units(char const*)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Verlet::init()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Verlet::setup()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::AtomVec::store_args(int, char**)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::AtomVec::process_args(int, char**)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::AtomVec::init()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::AtomVec::AtomVec(LAMMPS_NS::LAMMPS*)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::AtomVec::~AtomVec()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Lattice::Lattice(LAMMPS_NS::LAMMPS*, int, char**)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Lattice::~Lattice()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::PairEAM::init_style()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::PairEAM::array2spline()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::PairEAM::memory_usage()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::NStencil::create_setup()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::NStencil::memory_usage()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::NStencil::copy_neighbor_info()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Neighbor::choose_bin(LAMMPS_NS::NeighRequest*)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Neighbor::setup_bins()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Neighbor::choose_pair(LAMMPS_NS::NeighRequest*)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Neighbor::memory_usage()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Neighbor::init_topology()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Neighbor::choose_stencil(LAMMPS_NS::NeighRequest*)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Neighbor::init()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Neighbor::build(int)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Neighbor::init_pair()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::CommBrick::memory_usage()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::CommBrick::init()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::CommBrick::setup()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::CommBrick::borders()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::CommBrick::exchange()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::ComputePE::init()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Integrate::init()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::Integrate::ev_setup()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::NeighList::setup_pages(int, int)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::NeighList::post_constructor(LAMMPS_NS::NeighRequest*)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::NeighList::NeighList(LAMMPS_NS::LAMMPS*)
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::NeighList::~NeighList()
  0.00   8187.03     0.00        2     0.00     0.00  LAMMPS_NS::NeighList::~NeighList()
  0.00   8187.03     0.00        2     0.00     0.00  std::vector<EPH_Spline, std::allocator<EPH_Spline> >::_M_default_append(unsigned long)
  0.00   8187.03     0.00        2     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Min* (*)(LAMMPS_NS::LAMMPS*)>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Min* (*)(LAMMPS_NS::LAMMPS*)> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Min* (*)(LAMMPS_NS::LAMMPS*)> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Min* (*)(LAMMPS_NS::LAMMPS*)> >*)
  0.00   8187.03     0.00        2     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Bond* (*)(LAMMPS_NS::LAMMPS*)>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Bond* (*)(LAMMPS_NS::LAMMPS*)> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Bond* (*)(LAMMPS_NS::LAMMPS*)> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Bond* (*)(LAMMPS_NS::LAMMPS*)> >*)
